ID,YEAR_STA,TARGET,WHERE,REGIOTYP,BUYPOWER,CASATYP,STRTYP,VAL_TIER,FAMGROUP,AGEGROUP,ANTDT,ANZHH,ANZGEW,CAR_DENS,CAR_PERF,PROB_BUS,PROB_AUT,PROB_JEE,TYP1,TYP2,TYP3,TYP4,TYP5,TYP6,TYP7,TYP8,TYP9,PROB_DAILY,PHARM1,PHARM2,PHARM3,PHARM4,PHARM5,PHARM6
"331,032","1,996",1,0,11,9,2,3,9,1,3,1,5,0,7,10,0,7,0,2,2,7,5,4,6,5,2,6,1,2,6,1,6,2,2
"331,346","1,996",1,0,14,3,2,2,7,9,4,1,4,1,6,1,6,7,1,3,1,3,4,4,1,1,6,1,8,3,6,5,1,3,6
"320,509","1,996",1,0,13,7,3,3,6,1,5,3,8,0,6,4,3,3,0,3,5,1,7,1,1,3,6,7,6,6,2,4,1,7,3
"321,410","1,996",1,0,14,2,4,1,9,5,4,7,10,0,3,2,3,7,0,6,4,6,1,3,1,6,2,2,8,4,7,2,4,3,3
"374,827","1,997",1,0,11,7,3,1,7,1,5,6,9,0,3,2,0,3,0,4,3,1,7,1,7,5,7,7,5,2,7,4,6,4,3
"351,517","1,996",1,0,11,8,4,2,9,6,2,1,12,1,3,4,0,7,2,5,4,2,3,7,7,3,7,3,5,6,7,6,2,5,1
"380,066","1,997",1,0,16,2,1,3,7,8,4,8,2,1,10,3,6,9,0,2,5,3,4,3,1,4,1,2,6,3,4,7,3,3,1
"381,778","1,997",1,0,16,2,1,4,4,8,6,9,2,0,10,3,6,9,2,4,1,2,2,7,3,2,2,2,8,1,3,7,1,5,2
"371,128","1,997",1,0,16,1,1,1,8,8,5,5,1,0,9,4,6,9,2,6,3,1,4,3,6,7,3,5,3,1,3,5,5,3,5
"363,707","1,996",1,0,12,8,1,4,1,8,4,9,2,0,9,8,0,4,0,7,1,1,6,1,1,7,2,2,5,3,4,2,3,5,5
"372,291","1,997",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"377,394","1,997",1,0,16,2,1,3,2,7,4,2,1,0,10,4,0,7,2,5,5,1,4,1,4,7,5,6,5,1,4,5,7,3,3
"393,330","1,997",1,0,14,9,1,1,9,7,2,2,2,0,2,8,6,3,2,6,4,5,7,6,6,2,4,4,6,7,6,5,1,5,4
"311,693","1,995",1,0,16,1,1,1,8,9,3,9,1,0,10,2,,8,1,2,7,4,4,4,1,4,1,4,6,1,4,7,6,4,1
"356,871","1,996",1,0,15,3,2,1,7,6,3,4,5,1,1,6,6,5,1,2,2,1,1,5,4,1,1,3,8,6,7,2,6,4,2
"306,825","1,995",1,0,13,9,1,1,5,5,5,5,1,0,7,6,3,3,0,4,6,1,3,3,4,1,6,3,4,2,4,3,1,7,2
"388,511","1,997",1,0,15,6,1,1,7,8,4,2,2,0,10,7,6,1,1,4,2,7,1,4,7,3,1,6,2,7,4,3,4,2,4
"86,566","1,993",1,1,16,-6,1,3,3,8,4,4,2,0,8,3,6,2,1,2,3,2,1,5,5,5,3,4,,1,1,7,2,3,6
"314,113","1,996",1,0,11,2,1,1,8,5,4,1,1,0,6,9,3,9,3,7,5,1,7,3,4,5,3,7,3,3,6,2,6,4,1
"95,236","1,993",1,0,16,1,1,1,7,9,4,7,1,0,10,3,6,5,2,4,7,4,4,4,3,4,6,5,4,3,5,4,7,4,1
"310,500","1,995",1,0,11,6,4,1,9,5,2,3,15,0,3,3,3,9,2,1,3,1,7,7,7,1,2,5,2,6,7,4,6,5,3
"319,632","1,996",1,0,11,8,1,2,6,9,4,7,1,0,8,8,0,6,0,2,6,5,7,6,5,5,7,7,4,5,2,4,5,5,6
"333,892","1,996",1,0,13,5,1,2,3,3,5,5,2,0,4,6,0,6,0,7,7,5,1,4,2,3,4,1,1,1,7,6,2,4,3
"271,634","1,995",1,0,15,5,1,1,7,8,3,6,1,0,10,2,6,4,1,5,1,7,5,1,1,7,1,3,6,1,7,6,6,5,3
"337,385","1,996",1,0,15,5,3,1,4,1,6,9,8,0,2,1,3,7,0,5,7,3,1,7,6,3,1,1,4,2,3,6,4,6,1
"319,099","1,996",1,0,12,4,2,1,8,3,4,2,3,1,5,2,6,8,1,4,1,7,6,2,4,7,4,5,6,2,3,6,6,5,5
"380,606","1,997",1,0,11,3,3,1,7,4,4,1,6,0,6,8,0,9,0,7,1,7,7,7,7,5,4,6,2,1,3,3,5,5,6
"316,296","1,996",1,1,16,-8,1,1,9,7,3,7,1,1,5,6,3,8,3,3,2,5,5,5,5,2,4,4,,1,5,5,7,7,4
"335,406","1,996",1,1,15,-6,1,3,1,9,4,6,1,0,1,1,0,1,0,2,4,5,5,3,5,5,1,4,,7,3,1,5,2,4
"391,081","1,997",1,0,15,4,4,1,9,8,4,1,11,1,4,5,0,9,0,2,5,7,1,7,4,5,1,3,1,7,7,2,6,3,5
"371,278","1,997",1,1,16,-8,1,3,7,6,3,3,2,0,6,3,3,2,2,3,2,5,1,3,2,3,5,1,,1,5,3,7,1,2
"384,310","1,997",1,1,16,-5,1,2,3,9,3,4,1,0,8,1,6,1,0,5,1,2,5,5,2,3,5,1,,3,4,7,1,1,7
"357,772","1,996",1,0,14,1,1,1,4,4,4,5,1,1,4,2,,5,0,,,,,,,,,,,,,,,,
"346,426","1,996",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"373,338","1,997",1,1,16,-9,3,1,5,1,4,8,6,0,9,4,6,7,0,2,3,5,4,3,1,2,1,2,,2,1,4,1,7,6
"297,950","1,995",1,1,13,-6,1,3,8,4,4,8,2,1,3,1,3,8,3,1,3,1,4,5,5,3,5,1,,1,7,4,1,1,7
"374,308","1,997",1,0,16,1,3,4,9,6,6,5,6,0,2,1,6,9,0,2,1,3,5,7,1,4,5,3,1,4,6,1,4,3,3
"343,181","1,996",1,0,15,3,1,3,4,6,4,6,1,1,6,7,0,9,0,2,7,7,1,1,4,7,3,1,2,2,7,6,2,2,5
"314,369","1,996",1,0,15,6,1,1,2,9,5,6,1,1,8,5,0,4,1,5,5,4,7,3,1,7,7,3,5,6,6,4,6,3,4
"22,454","1,992",1,0,15,1,1,1,1,8,4,6,1,0,8,8,3,2,0,4,6,4,7,1,6,7,4,2,1,4,1,4,7,1,5
"378,727","1,997",1,0,16,3,3,1,9,1,4,6,6,0,5,1,3,7,0,3,5,6,7,3,5,4,7,2,1,3,7,1,6,2,1
"342,302","1,996",1,0,12,4,2,1,3,3,5,6,5,0,8,4,3,5,0,7,6,7,3,7,7,7,2,4,8,4,7,3,1,5,3
"387,587","1,997",1,1,13,-2,1,1,4,9,4,6,1,0,10,2,0,4,0,2,1,1,2,1,3,1,2,4,,4,2,5,2,4,5
"48,572","1,993",1,0,16,4,1,1,3,8,4,8,1,0,5,3,6,4,0,6,7,1,3,6,7,1,1,5,5,3,3,7,1,6,3
"9,094","1,993",1,0,14,6,2,3,2,7,5,4,2,2,2,10,6,7,0,7,7,2,7,4,4,6,4,2,5,5,2,3,7,1,6
"296,677","1,995",1,0,12,5,1,1,7,7,4,7,2,0,5,4,3,6,2,6,2,6,7,3,4,7,5,7,4,3,5,6,4,6,2
"286,758","1,995",1,0,16,8,2,1,5,9,4,4,3,0,10,3,6,5,1,7,5,4,1,3,6,2,2,1,8,5,1,2,6,4,6
"364,808","1,996",1,0,12,7,1,1,4,4,5,6,1,0,2,2,3,6,3,6,2,6,6,5,6,4,4,4,6,4,4,6,2,2,1
"324,095","1,996",1,0,11,9,1,1,4,9,5,2,2,0,4,7,0,3,0,2,3,4,2,5,2,3,5,4,3,4,6,3,6,3,4
"275,370","1,995",1,1,16,-7,1,1,2,5,5,9,2,0,8,2,0,7,1,1,1,2,3,3,5,3,2,3,,1,1,1,2,7,7
"342,005","1,996",1,0,11,4,3,3,7,1,4,1,7,0,1,7,6,7,0,4,2,3,6,5,4,3,3,4,5,4,5,5,1,7,1
"373,788","1,997",1,0,16,1,1,1,8,7,4,7,1,0,10,1,6,7,3,1,1,2,1,3,7,7,4,5,4,1,4,5,7,3,3
"387,565","1,997",1,0,16,1,4,2,7,6,4,6,12,2,1,6,3,9,3,7,1,1,3,2,1,3,7,5,1,3,5,6,7,1,2
"334,050","1,996",1,0,12,5,1,1,5,8,4,2,1,2,3,1,3,3,0,7,1,6,6,7,1,2,1,6,3,6,7,5,2,1,5
"239,059","1,994",1,0,16,1,1,1,2,2,4,5,1,0,10,9,0,9,1,4,3,1,4,1,7,7,5,7,1,2,7,6,6,2,4
"330,006","1,996",1,0,11,3,1,1,9,3,3,1,2,0,2,5,3,7,0,3,1,5,6,3,2,3,5,6,3,3,7,2,6,3,2
"282,669","1,995",1,0,12,8,1,2,3,1,4,2,2,0,6,7,3,2,2,4,5,3,6,5,6,6,3,3,8,6,2,5,3,6,4
"19,598","1,993",1,0,14,1,1,1,6,9,4,7,2,0,9,3,6,4,2,3,1,6,1,1,1,7,1,3,1,2,1,7,5,3,1
"364,385","1,996",1,0,12,6,1,1,1,6,5,8,1,0,7,6,6,4,3,5,6,6,5,5,5,7,3,5,6,5,5,3,6,1,5
"293,944","1,995",1,0,12,5,1,2,5,5,4,4,2,1,5,9,3,6,3,5,5,2,5,5,3,6,2,6,1,1,2,5,7,2,2
"84,710","1,993",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"342,459","1,996",1,0,14,6,3,2,9,6,3,1,6,4,1,2,6,5,0,7,1,1,7,1,7,1,4,4,7,6,7,3,7,1,4
"392,444","1,997",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"334,860","1,996",1,0,16,1,1,1,8,8,4,4,1,0,10,4,3,8,2,5,7,1,3,6,7,7,2,6,7,2,4,5,7,3,4
"387,279","1,997",1,0,15,2,2,1,4,8,3,7,5,1,7,5,3,2,2,7,1,1,3,1,2,7,6,7,1,2,6,4,7,1,2
"370,608","1,997",1,0,15,1,1,1,2,6,5,7,1,0,6,9,3,4,3,7,6,2,7,1,4,4,1,1,1,6,1,4,7,2,4
"359,466","1,996",1,0,15,2,1,1,1,4,5,6,2,0,10,5,0,5,1,5,1,1,1,1,5,7,4,7,1,3,4,4,7,3,4
"359,303","1,996",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"336,402","1,996",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"314,158","1,996",1,0,12,7,1,1,8,7,4,2,2,0,4,8,6,7,3,5,6,6,5,6,6,5,6,3,6,5,4,6,4,4,2
"307,049","1,995",1,0,12,5,1,3,7,8,4,5,1,1,7,6,3,4,1,1,6,4,2,1,4,6,1,3,4,2,3,5,7,2,4
"226,819","1,994",1,0,16,2,1,1,1,5,5,8,1,0,8,5,3,5,0,5,5,4,6,4,6,5,2,4,7,1,4,7,5,5,2
"369,799","1,997",1,0,16,1,2,3,8,8,5,4,4,0,5,7,6,8,2,2,7,7,7,3,1,6,5,7,2,1,1,7,2,3,2
"347,775","1,996",1,1,15,-5,1,1,3,8,4,7,1,0,7,2,0,2,0,1,1,1,4,2,3,2,2,3,,1,2,5,2,5,7
"300,066","1,995",1,1,12,-4,2,1,9,8,4,6,3,0,7,2,3,6,0,1,2,4,5,3,1,3,4,5,,1,2,5,5,2,7
"25,642","1,993",1,0,15,8,1,1,6,4,5,6,1,0,3,10,0,8,0,2,1,1,6,6,1,2,6,5,4,7,4,5,4,5,3
"361,690","1,996",1,0,12,4,2,1,9,7,5,4,4,0,7,3,3,9,2,2,1,4,1,3,1,5,2,4,8,3,7,2,6,3,3
"344,956","1,996",1,0,14,3,1,4,4,7,4,6,2,0,7,2,6,5,2,4,1,2,5,1,1,4,7,2,1,3,1,7,4,4,3
"385,141","1,997",1,1,13,-5,3,1,8,1,2,5,7,0,4,4,0,3,0,4,3,2,3,1,1,3,1,3,,7,3,4,1,7,6
"291,931","1,995",1,0,12,8,3,1,4,4,4,7,6,2,9,10,0,2,3,4,4,3,7,5,6,5,1,5,3,6,1,5,3,7,7
"343,717","1,996",1,0,15,8,1,1,6,8,6,5,2,0,8,9,6,5,3,4,6,7,1,3,1,6,3,5,5,5,1,1,6,1,2
"324,134","1,996",1,0,11,4,4,1,8,2,4,1,13,2,6,8,3,4,1,3,5,2,1,7,7,3,3,7,2,1,3,3,6,4,6
"344,297","1,996",1,1,16,-8,1,1,8,8,3,9,1,0,10,1,0,5,1,2,2,2,4,2,4,4,2,3,,5,1,1,6,5,7
"380,374","1,997",1,0,16,2,1,3,5,7,3,7,2,0,5,7,6,2,0,4,3,1,4,6,1,1,7,3,3,4,4,4,7,3,1
"385,119","1,997",1,1,13,-2,5,3,4,1,6,8,25,1,6,3,0,1,0,1,2,5,3,2,4,1,4,1,,2,5,1,1,7,5
"311,241","1,995",1,0,14,2,1,1,3,8,5,3,1,0,9,5,,6,2,,,,,,,,,,,,,,,,
"73,120","1,991",1,0,12,4,1,1,8,3,3,8,1,0,9,7,6,9,1,3,7,4,7,6,1,1,2,3,8,2,5,7,6,6,3
"65,300","1,993",1,0,16,2,1,4,8,8,4,5,1,0,7,4,0,3,0,6,7,6,2,7,6,3,3,4,3,3,7,2,7,3,4
"291,634","1,995",1,0,12,9,1,1,2,9,4,7,1,1,5,5,6,1,2,2,1,1,2,1,5,1,5,5,5,3,4,6,1,6,3
"326,357","1,996",1,0,14,5,1,1,7,6,4,9,1,0,10,3,6,3,2,4,5,1,2,6,7,1,3,1,6,4,2,7,7,6,3
"321,165","1,996",1,0,15,1,1,1,2,7,5,9,1,0,10,5,6,7,1,6,1,6,6,3,1,7,4,4,1,3,7,1,7,1,6
"313,283","1,996",1,0,13,3,2,1,8,1,4,6,3,0,1,7,3,5,0,1,3,7,1,7,7,1,1,1,8,3,7,6,2,2,1
"354,135","1,996",1,0,13,3,3,2,7,1,2,5,5,2,1,4,0,6,0,5,5,7,7,4,1,7,5,6,1,5,4,3,6,1,1
"315,421","1,996",1,0,15,5,1,2,2,9,5,2,1,1,4,7,3,2,0,3,4,6,6,4,1,4,1,7,2,5,1,6,6,3,3
"344,450","1,996",1,1,15,-6,3,2,4,1,7,6,7,0,1,1,,1,0,5,2,5,2,5,1,5,5,4,,2,3,2,2,2,6
"393,944","1,997",1,0,13,5,3,3,9,3,4,6,7,0,1,1,0,9,0,1,3,7,7,7,2,6,5,4,8,6,7,1,6,2,1
"383,323","1,997",1,0,14,6,2,1,7,2,5,8,3,0,3,3,3,9,2,6,1,7,1,4,1,6,4,2,7,2,2,7,5,5,3
"321,214","1,996",1,0,15,4,1,1,9,9,3,4,1,0,5,2,6,8,2,6,4,4,4,2,7,2,1,2,7,7,7,2,6,2,5
"268,051","1,995",1,1,15,-6,1,3,7,8,3,7,1,0,7,2,0,7,2,5,1,5,5,5,1,1,5,4,,7,2,7,2,1,6
"314,749","1,996",1,1,11,-3,5,1,5,2,5,6,26,0,7,6,3,3,0,4,3,5,3,5,2,5,4,3,,2,5,7,4,3,5
"294,321","1,995",1,0,16,3,1,1,4,8,4,4,1,0,9,5,6,6,3,4,6,3,3,7,4,4,4,3,8,2,4,7,7,2,3
"389,516","1,997",1,0,12,8,1,1,3,9,6,5,2,1,5,3,6,2,2,4,7,2,5,1,1,7,3,4,8,6,1,5,1,6,5
"387,626","1,997",1,0,11,1,3,2,9,3,4,3,9,1,5,1,3,8,0,5,1,3,4,3,6,1,1,3,6,5,6,2,7,1,1
"348,558","1,996",1,0,13,2,1,1,6,9,5,9,2,0,6,8,3,4,3,3,2,2,7,4,3,4,2,7,7,6,4,3,4,4,2
"329,478","1,996",1,0,13,4,2,1,3,5,4,6,5,1,8,10,0,2,0,4,6,5,5,7,6,6,5,5,6,6,3,2,6,4,6
"326,591","1,996",1,0,11,3,4,1,9,2,2,1,14,0,1,1,6,9,3,3,5,7,4,5,7,2,6,7,2,5,4,2,1,6,3
"364,942","1,996",1,0,14,2,3,2,8,5,5,7,8,1,1,6,6,9,3,7,1,1,1,7,7,4,4,2,1,3,7,3,7,1,2
"292,612","1,995",1,1,13,-5,2,1,8,4,4,8,4,0,9,3,0,5,0,3,2,3,3,5,3,5,2,4,,7,5,1,1,7,5
"62,042","1,993",1,0,11,2,5,1,9,2,4,1,35,0,3,8,6,9,0,4,1,7,1,7,1,3,7,7,8,6,7,3,3,5,1
"335,205","1,996",1,0,15,4,2,1,2,9,5,5,3,0,3,7,0,2,0,3,3,7,1,1,7,5,7,3,3,1,7,7,6,3,2
"370,234","1,997",1,0,12,9,1,1,8,7,3,2,1,0,10,8,6,6,0,5,1,7,7,1,7,6,7,7,5,7,4,1,4,7,2
"370,033","1,997",1,0,16,1,1,1,3,8,5,4,1,0,9,3,6,8,0,6,4,3,5,6,6,3,3,5,5,2,4,7,3,4,1
"384,561","1,997",1,0,16,2,1,1,8,7,4,5,2,0,8,2,6,5,2,4,1,1,7,6,7,1,1,5,6,1,3,7,1,5,3
"74,187","1,992",1,0,13,1,2,4,5,5,3,3,4,1,1,6,6,6,0,1,3,2,1,1,3,1,1,2,8,3,4,1,3,5,1
"258,951","1,995",1,0,12,9,1,1,3,9,3,3,1,0,6,7,6,9,2,7,7,3,5,2,2,7,7,7,4,7,4,6,3,3,1
"24,700","1,993",1,0,16,1,1,3,7,7,4,9,1,0,7,9,6,8,2,4,1,4,1,6,4,5,3,5,1,2,7,5,3,1,1
"300,725","1,995",1,0,16,1,3,1,7,7,2,6,6,0,8,8,3,2,0,7,1,1,2,2,7,7,1,4,1,1,7,6,3,6,2
"357,959","1,996",1,0,13,3,2,1,7,1,3,2,4,0,2,3,3,9,0,4,5,1,1,2,3,1,1,4,2,5,7,7,5,6,5
"254,336","1,994",1,0,14,7,3,1,6,3,4,2,6,0,3,4,3,9,0,7,4,5,7,1,1,1,7,2,8,6,2,2,6,6,5
"365,136","1,996",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"327,336","1,996",1,0,12,5,1,1,1,7,5,5,1,0,9,5,6,3,2,1,1,7,7,1,3,7,7,1,3,1,2,5,7,2,3
"297,788","1,995",1,0,15,1,2,1,5,4,4,3,4,0,10,6,6,9,1,4,6,4,1,7,7,4,3,2,2,3,7,6,2,4,2
"303,177","1,995",1,0,16,6,3,1,6,2,3,1,5,2,8,9,6,4,0,7,4,7,5,6,1,4,7,1,8,2,6,6,1,6,3
"317,666","1,996",1,0,15,4,3,1,8,8,2,3,6,0,9,7,3,8,0,2,7,1,1,7,7,1,1,7,1,2,3,6,4,6,2
"320,178","1,996",1,1,16,-7,1,2,3,9,5,8,1,0,9,1,0,4,0,3,1,4,5,3,2,4,3,2,,1,2,3,4,4,6
"349,949","1,996",1,0,11,3,4,3,9,1,4,1,13,4,1,8,3,5,2,4,5,2,2,6,3,3,4,7,2,3,7,3,6,1,4
"375,977","1,997",1,0,15,3,1,1,5,7,3,1,1,0,4,9,6,8,0,5,4,4,7,6,6,1,6,4,3,4,1,7,4,4,2
"308,653","1,995",1,0,11,8,1,1,9,6,3,1,1,0,4,7,0,6,0,6,1,5,7,3,5,3,6,6,4,5,5,6,2,6,1
"278,506","1,995",1,0,11,8,1,1,3,2,5,8,2,0,6,4,6,2,0,1,1,1,5,3,5,3,5,6,3,6,2,1,2,7,4
"211,520","1,994",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"305,107","1,995",1,0,16,1,1,1,6,9,3,8,1,0,8,5,6,9,1,5,6,5,7,3,2,6,4,6,6,1,3,7,1,4,3
"363,848","1,996",1,0,11,2,3,1,9,1,4,2,8,0,4,5,6,9,0,7,6,5,3,3,7,3,3,6,2,1,7,5,4,4,2
"305,449","1,995",1,0,12,4,4,1,9,2,3,1,13,0,3,5,3,9,0,2,3,4,3,5,5,3,2,7,1,5,5,7,6,7,4
"334,735","1,996",1,0,15,1,1,3,7,8,3,2,2,0,9,5,3,6,3,1,1,1,7,7,3,6,3,5,5,2,7,6,3,3,5
"348,917","1,996",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"336,271","1,996",1,0,11,3,2,1,2,2,5,6,3,0,4,7,6,4,0,5,2,3,6,2,1,2,2,2,7,3,6,3,4,4,3
"307,033","1,995",1,0,16,5,1,4,2,9,6,2,2,1,10,4,6,4,2,2,7,7,7,4,4,7,6,2,7,3,1,5,7,1,3
"237,655","1,994",1,0,13,4,1,1,3,6,5,6,1,0,9,1,0,1,0,7,5,2,5,1,1,1,5,3,2,5,7,6,2,5,2
"285,934","1,995",1,0,15,5,2,4,6,5,4,3,4,0,4,2,0,9,2,4,5,4,6,4,6,5,4,6,8,7,7,4,6,2,1
"261,932","1,995",1,1,13,-5,2,1,2,2,6,4,5,0,9,2,3,3,1,2,1,2,3,3,4,3,2,3,,3,7,1,2,7,4
"342,789","1,996",1,1,15,-7,2,1,6,2,5,2,5,0,5,1,0,5,1,4,4,2,5,2,1,3,3,3,,4,5,3,2,1,7
"376,355","1,997",1,1,14,-2,1,2,3,9,4,3,2,0,4,4,6,7,0,2,4,2,3,5,4,3,3,5,,7,1,7,2,2,4
"381,267","1,997",1,0,11,8,1,1,2,4,6,6,1,1,10,9,6,1,1,1,1,4,3,1,6,4,7,6,3,5,6,3,6,3,4
"315,321","1,996",1,1,15,-6,2,1,5,4,4,7,4,0,9,2,0,6,0,5,5,4,5,3,3,3,1,4,,6,4,6,1,5,7
"327,921","1,996",1,0,12,8,2,3,5,7,4,9,3,0,5,9,0,4,0,5,1,6,5,7,4,6,3,4,2,5,4,3,2,2,3
"346,698","1,996",1,0,13,5,2,4,4,8,3,4,4,1,5,10,3,8,3,1,7,6,1,1,2,7,1,3,6,5,5,4,5,1,6
"366,531","1,996",1,0,13,8,1,3,3,9,5,1,1,0,8,9,3,7,1,7,4,5,6,2,1,6,5,5,6,3,2,5,5,5,4
"367,135","1,996",1,0,15,5,1,4,2,9,4,8,1,0,8,6,3,2,2,3,5,7,2,7,7,5,2,3,7,4,7,3,1,3,1
"367,066","1,996",1,0,12,7,1,1,1,5,4,6,2,0,7,4,6,6,1,5,4,4,2,7,3,6,4,4,5,3,6,6,4,1,2
"56,950","1,993",1,0,16,2,1,2,3,8,4,5,1,0,3,3,6,6,0,5,6,6,4,3,1,2,6,4,2,4,7,6,1,4,4
"27,073","1,990",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"327,592","1,996",1,0,11,8,4,2,5,2,3,8,13,3,1,1,0,8,0,4,6,1,5,5,2,2,3,4,4,5,1,1,3,3,6
"293,124","1,995",1,0,16,1,2,1,7,5,5,3,3,1,4,2,6,8,0,7,1,5,1,6,6,2,1,6,8,1,2,7,6,1,2
"321,229","1,996",1,0,15,7,0,1,3,8,4,6,0,1,4,2,0,2,0,3,4,4,5,6,6,3,1,5,1,1,7,5,5,4,4
"315,487","1,996",1,0,15,3,1,1,6,7,6,4,2,0,4,2,0,8,1,5,2,2,3,2,6,5,1,2,3,5,5,7,6,4,2
"333,102","1,996",1,0,15,4,1,1,3,7,5,8,1,0,3,5,6,4,0,5,4,7,7,6,1,6,6,6,2,3,1,7,5,1,1
"336,991","1,996",1,0,13,3,1,1,4,3,6,8,2,0,9,2,3,3,0,6,7,2,7,4,1,2,7,6,3,5,5,3,1,4,4
"392,874","1,997",1,0,15,1,3,1,9,3,5,3,6,1,10,8,3,9,1,7,3,1,1,3,6,1,1,7,1,6,5,1,4,6,6
"335,805","1,996",1,0,11,7,4,1,9,2,4,1,10,0,1,1,0,1,0,4,3,4,2,7,3,5,2,6,1,2,4,2,2,7,4
"310,694","1,995",1,0,14,2,1,1,4,5,4,9,2,0,5,7,0,6,3,6,7,5,7,1,1,7,4,5,3,1,7,6,6,2,3
"299,297","1,995",1,0,15,1,1,1,1,8,5,9,1,0,9,3,3,5,2,4,4,2,7,6,4,2,4,6,5,2,7,6,3,3,4
"364,896","1,996",1,0,12,9,3,3,8,9,4,2,7,0,6,4,3,1,0,5,1,7,6,6,4,7,7,1,1,4,4,3,2,3,1
"310,029","1,995",1,0,11,3,1,1,8,6,2,9,2,1,7,7,6,3,0,2,1,1,3,1,7,7,2,6,8,5,4,1,6,1,5
"265,208","1,995",1,0,15,3,1,1,8,7,3,1,2,0,9,7,3,6,2,1,7,1,1,1,4,3,1,4,6,6,7,2,5,1,3
"373,197","1,997",1,1,14,-7,2,1,5,4,4,7,3,0,9,3,3,3,0,1,1,1,5,1,1,1,4,1,,5,2,1,4,6,7
"353,779","1,996",1,0,11,8,5,1,9,2,4,1,38,3,4,9,0,9,1,7,1,6,6,2,6,2,6,3,2,6,4,4,5,5,6
"373,553","1,997",1,0,13,3,3,3,7,7,4,1,7,2,6,9,6,4,3,7,5,2,1,6,7,3,7,4,8,6,3,5,7,4,2
"212,745","1,994",1,0,13,7,4,1,5,4,4,3,12,1,8,7,0,8,1,6,3,6,7,1,4,5,6,6,2,7,5,4,7,2,6
"298,493","1,995",1,0,16,1,1,1,2,7,4,7,1,0,9,9,3,5,1,6,1,2,5,3,3,5,2,3,6,2,7,6,1,3,5
"65,082","1,989",1,0,15,1,1,1,3,6,5,4,1,0,8,4,3,6,3,5,6,4,3,4,5,2,1,1,5,5,7,1,6,1,6
"325,497","1,996",1,0,14,4,1,1,2,7,4,4,2,0,9,7,3,2,0,1,7,1,1,7,7,1,6,1,3,2,7,6,3,3,3
"315,157","1,996",1,0,12,8,2,1,5,5,6,1,4,0,5,10,0,1,0,5,5,2,2,1,1,6,5,2,7,1,7,6,7,5,1
"33,249","1,992",1,0,14,5,1,1,5,9,6,5,1,0,5,9,6,6,3,5,5,1,2,6,5,1,5,3,5,1,7,6,6,4,5
"358,733","1,996",1,0,13,6,2,2,6,2,2,3,4,2,10,2,6,6,0,6,4,7,2,2,1,1,6,7,4,3,7,5,5,2,6
"301,004","1,995",1,0,15,2,1,4,3,7,5,5,1,1,10,9,6,2,3,1,7,1,1,2,7,5,1,5,5,6,6,7,2,4,3
"373,288","1,997",1,1,16,-7,1,1,5,5,3,2,1,0,10,2,0,7,0,4,4,4,3,5,5,5,3,3,,7,3,7,5,2,2
"321,022","1,996",1,0,12,7,1,1,2,6,5,6,1,0,5,4,3,7,0,1,7,7,1,3,6,1,4,5,3,2,3,6,2,4,4
"320,533","1,996",1,0,13,1,1,2,8,6,3,8,2,0,7,8,0,4,2,5,4,3,3,1,1,5,2,2,8,2,6,1,6,1,6
"304,421","1,995",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"357,833","1,996",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"353,446","1,996",1,0,13,1,3,1,7,3,5,8,8,0,5,6,3,2,0,3,5,3,1,6,7,3,2,1,2,4,7,7,5,7,4
"325,719","1,996",1,1,16,-7,1,1,3,3,5,6,2,0,9,2,0,9,0,,,3,,,3,,,,,4,3,7,4,4,3
"314,034","1,996",1,0,16,2,3,1,9,3,2,6,6,2,6,8,6,4,3,5,7,2,3,7,4,3,4,1,5,3,7,2,6,2,3
"307,065","1,995",1,0,11,7,3,3,7,2,4,2,6,2,5,8,6,6,2,6,5,4,5,7,7,5,6,6,4,2,2,5,4,7,6
"249,131","1,994",1,0,14,5,1,1,2,7,5,9,2,0,4,4,6,3,0,3,4,7,7,4,6,5,7,2,5,3,1,7,4,5,5
"366,382","1,996",1,0,16,2,1,2,6,4,3,7,1,0,5,5,3,3,0,7,5,1,1,7,6,1,2,4,2,2,4,7,5,5,2
"278,501","1,995",1,0,11,4,1,1,1,5,5,6,1,0,8,6,6,1,0,2,4,6,4,3,2,4,7,6,7,2,1,2,5,2,5
"288,736","1,995",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"340,963","1,996",1,0,12,9,1,1,2,8,5,6,1,0,6,4,3,1,0,2,7,4,6,6,7,5,5,6,3,7,2,6,1,1,6
